OBJECTID,location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,Metropolitan_Nonmetropolitan,crime_majority,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,majority_race,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,Shape_Length,Shape_Area,GEOIDFQ
2260,"Lassen County, California",64395,66330,66627,58990,0,80938,47667,183008,52750,54053,334,47,0,8,3,36,119,52,61,6,2,Nonmetropolitan County,Property Crimes,14.07185629,0,2.395209581,0.898203593,10.77844311,35.62874251,15.56886228,18.26347305,1.796407186,0.598802395,White,31177,21468,19131,7027,2576,543,844,294,1088,4364,19370,12556,10844,5035,2174,353,474,185,507,3121,11807,8912,8287,1992,402,190,370,109,581,1243,68.85845335,61.3625429,22.53905122,8.262501203,1.741668538,2.707123841,0.943002855,3.489752061,13.99749816,5.973932081,1.302087656,0500000US06035
2261,"Falls Church city, Virginia",154734,178284,178675,63409,0,135603,0,0,58500,138971,,,,,,,,,,,,,,,,,,,,,,,,White,14593,10353,9996,1555,703,1339,13,0,668,1517,7339,5276,5024,867,352,576,7,0,400,728,7254,5077,4972,688,351,763,6,0,268,789,70.94497362,68.49859522,10.65579387,4.817378195,9.175632152,0.089083807,0,4.577537175,10.39539505,0.131431627,0.000550264,0500000US51610
2262,"Manatee County, Florida",75792,78216,78545,68323,54500,84569,0,0,54165,78851,,,,,,,,,,,,,,,,,,,,,,,,White,416020,310362,284736,74279,32970,9170,2061,333,17636,43488,201855,150117,137075,37763,15752,3947,1393,110,8294,22242,214165,160245,147661,36516,17218,5223,668,223,9342,21246,74.60266333,68.44286332,17.85467045,7.925099755,2.204220951,0.495408875,0.080044229,4.239219268,10.45334359,2.463814985,0.22798213,0500000US12081
2263,"Muskingum County, Ohio",59203,59557,59516,83923,43829,0,0,0,48750,66779,1316,152,3,39,2,108,503,143,325,35,6,Nonmetropolitan County,Property Crimes,11.55015198,0.227963526,2.963525836,0.151975684,8.20668693,38.2218845,10.8662614,24.69604863,2.659574468,0.455927052,White,86382,78566,78276,1111,2721,461,54,10,520,4050,42085,38224,38138,425,1552,190,40,10,314,1755,44297,40342,40138,686,1169,271,14,0,206,2295,90.95181867,90.61610058,1.286147577,3.149961798,0.533675997,0.062513024,0.011576486,0.601977264,4.688476766,1.878501874,0.183630648,0500000US39119
2264,"Chaffee County, Colorado",70909,71424,72279,71063,0,120208,51500,0,0,70391,138,4,0,0,1,3,65,29,35,1,0,Nonmetropolitan County,Property Crimes,2.898550725,0,0,0.724637681,2.173913043,47.10144928,21.01449275,25.36231884,0.724637681,0,White,19876,17640,16802,1933,218,147,91,47,173,1560,10404,9005,8546,1101,218,57,64,47,101,912,9472,8635,8256,832,0,90,27,0,72,648,88.75025156,84.53411149,9.72529684,1.096800161,0.73958543,0.457838599,0.23646609,0.870396458,7.848661703,3.125821895,0.272389119,0500000US08015
2265,"Crowley County, Colorado",47563,43843,46027,49063,0,0,36000,0,87188,58750,82,11,0,0,0,11,29,15,8,6,2,Nonmetropolitan County,Property Crimes,13.41463415,0,0,0,13.41463415,35.36585366,18.29268293,9.756097561,7.317073171,2.43902439,White,5734,3839,3210,1644,342,98,246,20,252,937,3983,2625,2157,1214,286,51,219,20,155,627,1751,1214,1053,430,56,47,27,0,97,310,66.95151727,55.98186257,28.67108476,5.964422742,1.709103593,4.290198814,0.348796652,4.39483781,16.34112313,1.955388034,0.213559164,0500000US08025
2266,"Fremont County, Colorado",61027,61984,62805,41552,57711,58664,54911,0,53529,70903,,,,,,,,,,,,,,,,,,,,,,,,White,49394,42860,38759,6399,1860,420,644,37,569,3004,28719,23932,20834,4726,1769,275,521,25,295,1902,20675,18928,17925,1673,91,145,123,12,274,1102,86.77167267,78.46904482,12.95501478,3.765639551,0.850305705,1.303802081,0.074907884,1.151961777,6.081710329,3.088979691,0.410332654,0500000US08043
2267,"Pearl River County, Mississippi",56535,58956,58575,66731,38659,106080,41832,0,62011,51346,,,,,,,,,,,,,,,,,,,,,,,,White,56781,45649,44998,2331,7003,223,355,4,855,2692,27857,22580,22300,1211,3312,134,243,4,267,1317,28924,23069,22698,1120,3691,89,112,0,588,1375,80.39485039,79.24834011,4.105246473,12.33335094,0.392737007,0.625209137,0.00704461,1.505785386,4.741022525,2.776887519,0.199941292,0500000US28109
2268,"Perry County, Mississippi",50435,50452,50612,0,37000,0,0,0,0,70526,,,,,,,,,,,,,,,,,,,,,,,,White,11459,8890,8865,200,1813,265,2,18,18,453,5719,4468,4454,99,742,265,1,0,13,230,5740,4422,4411,101,1071,0,1,18,5,223,77.58094075,77.36277162,1.745352998,15.82162492,2.312592722,0.01745353,0.15708177,0.15708177,3.95322454,1.670080717,0.159324742,0500000US28111
2269,"Custer County, Nebraska",66310,66788,67045,49013,38802,0,0,0,0,77500,42,6,0,1,0,5,15,2,11,2,0,Nonmetropolitan County,Property Crimes,14.28571429,0,2.380952381,0,11.9047619,35.71428571,4.761904762,26.19047619,4.761904762,0,White,10544,9907,9744,396,54,12,75,12,223,261,5345,4968,4903,221,54,10,32,0,151,130,5199,4939,4841,175,0,2,43,12,72,131,93.95864947,92.41274659,3.75569044,0.512139605,0.113808801,0.711305008,0.113808801,2.114946889,2.475341426,3.482442396,0.718295476,0500000US31041
2270,"Calhoun County, Florida",46901,48391,48435,74219,26786,0,16208,0,78311,73711,,,,,,,,,,,,,,,,,,,,,,,,White,13593,10412,10326,685,1578,101,95,0,359,1048,7619,5352,5327,522,1165,26,31,0,307,738,5974,5060,4999,163,413,75,64,0,52,310,76.5982491,75.96557051,5.039358493,11.60891635,0.7430295,0.698889134,0,2.641065254,7.709850658,1.879139772,0.139634392,0500000US12013
2271,"Bay County, Michigan",60523,60393,60510,60139,0,69861,90690,0,70278,49375,909,30,0,7,0,23,421,91,291,39,7,Metropolitan County,Property Crimes,3.300330033,0,0.770077008,0,2.530253025,46.31463146,10.0110011,32.01320132,4.290429043,0.770077008,White,103235,94827,91469,6023,1405,400,143,75,677,5708,51143,46894,45092,3080,834,201,92,75,418,2629,52092,47933,46377,2943,571,199,51,0,259,3079,91.85547537,88.60270257,5.834261636,1.360972538,0.387465491,0.138518913,0.07264978,0.655785344,5.529132562,1.904816897,0.182456151,0500000US26017
2272,"Shelby County, Tennessee",62337,92134,93555,55849,47347,107896,44327,0,51656,61568,6595,630,11,43,46,530,2660,346,1556,758,15,Metropolitan County,Property Crimes,9.552691433,0.166793025,0.652009098,0.697498105,8.036391205,40.33358605,5.246398787,23.59363154,11.49355572,0.227445034,Black,922195,322797,306862,78252,487064,26373,3604,974,37399,43984,438537,158637,150268,40935,223761,12713,1815,411,18966,22234,483658,164160,156594,37317,263303,13660,1789,563,18433,21750,35.00311756,33.27517499,8.485407099,52.81572769,2.859807308,0.390806717,0.105617575,4.055432962,4.769490184,2.417245127,0.200319511,0500000US47157
2273,"Butte County, California",68574,71699,72151,57892,30766,68417,74175,108966,64414,52320,2031,362,5,46,21,290,652,169,461,22,3,Metropolitan County,Property Crimes,17.82373215,0.246184146,2.264894141,1.033973412,14.27868045,32.1024126,8.321024126,22.69817824,1.083210241,0.147710487,White,209470,152117,139527,40829,3712,11335,2586,644,13784,25292,104228,74564,68664,20787,1892,5577,1259,339,6898,13699,105242,77553,70863,20042,1820,5758,1327,305,6886,11593,72.61994558,66.60953836,19.49157397,1.772091469,5.411276078,1.234544326,0.307442593,6.580417244,12.07428271,4.205814622,0.455941954,0500000US06007
2274,"Choctaw County, Alabama",44483,52739,52608,73221,30519,0,0,0,0,31083,120,9,0,1,0,8,51,19,25,7,0,Nonmetropolitan County,Property Crimes,7.5,0,0.833333333,0,6.666666667,42.5,15.83333333,20.83333333,5.833333333,0,White,12525,7101,7084,136,4782,22,15,0,52,553,5872,3466,3459,41,2201,2,0,0,29,174,6653,3635,3625,95,2581,20,15,0,23,379,56.69461078,56.55888224,1.085828343,38.17964072,0.175648703,0.119760479,0,0.415169661,4.415169661,2.686530795,0.227669064,0500000US01023
2275,"Knox County, Indiana",58863,59764,60043,41797,56161,0,0,0,0,60909,213,37,0,4,2,31,69,20,37,12,1,Nonmetropolitan County,Property Crimes,17.37089202,0,1.877934272,0.938967136,14.55399061,32.3943662,9.389671362,17.37089202,5.633802817,0.469483568,White,36108,32678,32523,1025,571,343,58,0,376,2082,18348,16536,16402,533,433,157,28,0,153,1041,17760,16142,16121,492,138,186,30,0,223,1041,90.50072006,90.07145231,2.838706104,1.58136701,0.949927994,0.160629223,0,1.041320483,5.766035228,3.333244469,0.140491351,0500000US18083
2276,"Dawson County, Nebraska",65383,65135,65718,64971,67993,97949,0,0,70069,59559,44,12,0,3,0,9,10,1,7,2,0,Nonmetropolitan County,Violent Crimes,27.27272727,0,6.818181818,0,20.45454545,22.72727273,2.272727273,15.90909091,4.545454545,0,White,24020,14899,12957,8720,1677,140,112,84,4344,2764,12484,7387,6494,4724,1043,37,44,27,2524,1422,11536,7512,6463,3996,634,103,68,57,1820,1342,62.0274771,53.94254788,36.30308077,6.981681932,0.582847627,0.466278102,0.349708576,18.08492923,11.50707744,2.347979855,0.282035439,0500000US31047
2277,"Ford County, Kansas",70495,64421,69619,71135,131100,0,72976,0,81100,66316,75,12,0,0,1,11,25,4,17,4,1,Nonmetropolitan County,Property Crimes,16,0,0,1.333333333,14.66666667,33.33333333,5.333333333,22.66666667,5.333333333,1.333333333,Hispanic/Latino,34133,19216,12418,19858,1067,266,387,92,6079,7026,17839,9543,6271,10443,710,193,203,56,3576,3558,16294,9673,6147,9415,357,73,184,36,2503,3468,56.29742478,36.38121466,58.17830252,3.12600709,0.779304485,1.133800135,0.269533882,17.80974424,20.58418539,2.224915911,0.290789563,0500000US20057
2278,"Williams County, North Dakota",90224,91926,92138,41430,0,0,32853,0,0,61343,277,16,0,0,2,14,122,16,84,22,1,Nonmetropolitan County,Property Crimes,5.776173285,0,0,0.722021661,5.054151625,44.0433213,5.776173285,30.32490975,7.942238267,0.36101083,White,39368,31987,30191,3806,2059,460,808,49,1247,2758,20883,17307,16117,2045,1060,184,398,8,429,1497,18485,14680,14074,1761,999,276,410,41,818,1261,81.25127007,76.68918919,9.667750457,5.230136151,1.168461695,2.052428368,0.124466572,3.167547246,7.0056899,4.198523679,0.674866025,0500000US38105
2279,"Cass County, North Dakota",75023,80646,80699,51151,36683,80592,43902,0,57642,52342,331,12,0,4,1,7,153,38,105,10,1,Metropolitan County,Property Crimes,3.625377644,0,1.208459215,0.302114804,2.114803625,46.22356495,11.48036254,31.72205438,3.021148036,0.302114804,White,189286,158063,155875,6576,12256,5874,1702,4,1818,9569,95886,79857,78872,3475,6411,3008,716,0,1076,4818,93400,78206,77003,3101,5845,2866,986,4,742,4751,83.50485509,82.3489323,3.474107964,6.474858151,3.103240599,0.899168454,0.002113204,0.96045138,5.055313124,4.117221513,0.540846222,0500000US38017
2280,"Hardin County, Illinois",57155,57371,57241,125417,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,White,3623,3488,3463,42,43,0,0,0,25,67,1859,1763,1744,27,41,0,0,0,8,47,1764,1725,1719,15,2,0,0,0,17,20,96.27380624,95.58377036,1.159260282,1.186861717,0,0,0,0.690035882,1.849296163,0.977992858,0.047893824,0500000US17069
2281,"Arthur County, Nebraska",67500,64750,64750,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,White,540,500,500,3,0,0,0,0,1,39,293,270,270,1,0,0,0,0,1,22,247,230,230,2,0,0,0,0,0,17,92.59259259,92.59259259,0.555555556,0,0,0,0,0.185185185,7.222222222,1.852102993,0.200772097,0500000US31005
2282,"Frio County, Texas",60098,63392,92548,48954,0,0,0,0,55156,51250,133,4,1,0,0,3,62,16,26,20,1,Nonmetropolitan County,Property Crimes,3.007518797,0.751879699,0,0,2.255639098,46.61654135,12.03007519,19.54887218,15.03759398,0.751879699,Hispanic/Latino,18019,8391,2731,13977,814,391,42,0,2786,5595,10733,4460,1627,8182,641,97,42,0,1772,3721,7286,3931,1104,5795,173,294,0,0,1014,1874,46.56751207,15.15622399,77.56812254,4.517453799,2.169931739,0.233087297,0,15.46145735,31.05055774,2.112080012,0.27170041,0500000US48163
2283,"Granville County, North Carolina",70975,85452,85565,60007,57009,87056,38707,0,54688,50463,686,68,6,18,5,39,273,75,157,41,4,Nonmetropolitan County,Property Crimes,9.912536443,0.874635569,2.623906706,0.728862974,5.685131195,39.79591837,10.93294461,22.88629738,5.976676385,0.583090379,White,61439,35065,33968,6545,18098,364,227,210,3664,3811,31566,18171,17361,3421,9621,182,159,25,1851,1557,29873,16894,16607,3124,8477,182,68,185,1813,2254,57.07286902,55.28735819,10.65284266,29.45685965,0.59245756,0.369472159,0.341802438,5.963638731,6.202900438,1.709357952,0.139704754,0500000US37077
2284,"Johnson County, Tennessee",52152,50701,50908,53269,0,0,0,0,0,54663,326,51,2,10,0,39,112,31,68,13,0,Nonmetropolitan County,Property Crimes,15.64417178,0.613496933,3.067484663,0,11.96319018,34.35582822,9.509202454,20.85889571,3.987730061,0,White,18073,16097,15898,541,677,34,107,0,159,999,9713,8380,8299,244,651,3,55,0,125,499,8360,7717,7599,297,26,31,52,0,34,500,89.06656338,87.96547336,2.993415592,3.745919327,0.188125934,0.59204338,0,0.879765396,5.527582582,1.593781668,0.078810605,0500000US47091
2285,"Belmont County, Ohio",58411,58902,58817,61464,37483,117556,48125,0,0,49917,379,99,0,8,3,88,90,9,73,8,1,Metropolitan County,Violent Crimes,26.12137203,0,2.110817942,0.791556728,23.21899736,23.74670185,2.374670185,19.26121372,2.110817942,0.263852243,White,65982,60286,60091,837,2040,386,62,31,407,2770,34190,30302,30211,434,1741,208,24,13,210,1692,31792,29984,29880,403,299,178,38,18,197,1078,91.36734261,91.07180746,1.26852778,3.091752296,0.585008032,0.093965021,0.04698251,0.616834894,4.198114637,1.690502462,0.147899424,0500000US39013
2286,"Wise County, Virginia",50740,50561,50552,76713,50557,0,0,0,61773,56146,429,43,0,4,0,39,171,22,121,28,1,Nonmetropolitan County,Property Crimes,10.02331002,0,0.932400932,0,9.090909091,39.86013986,5.128205128,28.20512821,6.526806527,0.233100233,White,35727,32407,32336,485,1935,140,73,0,347,825,18682,16176,16143,325,1702,108,49,0,167,480,17045,16231,16193,160,233,32,24,0,180,345,90.7073082,90.50857895,1.357516724,5.416071878,0.391860498,0.204327259,0,0.971254233,2.309177933,2.257677053,0.106275022,0500000US51195
2287,"Carter County, Missouri",45083,46778,46778,0,0,0,0,0,0,28625,80,23,0,4,0,19,17,3,13,1,0,Nonmetropolitan County,Violent Crimes,28.75,0,5,0,23.75,21.25,3.75,16.25,1.25,0,White,5269,4902,4899,108,33,3,0,0,2,329,2555,2386,2383,87,16,0,0,0,2,151,2714,2516,2516,21,17,3,0,0,0,178,93.03473145,92.97779465,2.049724805,0.626304802,0.0569368,0,0,0.037957867,6.244069083,1.686916177,0.133358815,0500000US29035
2288,"Bryan County, Oklahoma",54280,56904,57179,44839,37330,70993,47273,0,44813,50521,519,45,3,2,3,37,214,76,107,31,1,Nonmetropolitan County,Property Crimes,8.670520231,0.578034682,0.385356455,0.578034682,7.129094412,41.23314066,14.64354528,20.61657033,5.973025048,0.192678227,White,47237,33243,32246,3612,1122,319,5970,43,850,5690,23115,16190,15676,1934,568,139,2868,36,417,2897,24122,17053,16570,1678,554,180,3102,7,433,2793,70.37491797,68.26428435,7.646548257,2.375256684,0.675318077,12.63839787,0.091030336,1.799436882,12.04564219,3.266236811,0.23839848,0500000US40013
2289,"Clay County, Nebraska",75938,75521,74911,88173,0,0,0,0,98068,71607,,,,,,,,,,,,,,,,,,,,,,,,White,6084,5530,5346,570,41,2,44,0,202,265,3108,2857,2721,307,27,2,37,0,73,112,2976,2673,2625,263,14,0,7,0,129,153,90.89414859,87.86982249,9.368836292,0.673898751,0.03287311,0.723208416,0,3.320184089,4.355687048,1.603629287,0.15786649,0500000US31035
2290,"Charles County, Maryland",120592,118014,119556,122500,121396,134821,84063,0,114891,123170,4385,517,5,38,99,375,1673,161,1132,380,5,Metropolitan County,Property Crimes,11.79019384,0.114025086,0.86659065,2.257696693,8.551881414,38.15279361,3.671607754,25.81527936,8.665906499,0.114025086,Black,168710,59708,56486,12648,83046,5439,790,72,4397,15258,81225,29503,28168,6255,39608,2327,392,11,2340,7044,87485,30205,28318,6393,43438,3112,398,61,2057,8214,35.39090747,33.48112145,7.496888151,49.22411238,3.223875289,0.468259143,0.042676783,2.606247407,9.043921522,2.358037739,0.171903406,0500000US24017
2291,"Cerro Gordo County, Iowa",65537,66255,66370,62944,41803,51202,28966,64500,0,68017,70,5,0,0,0,5,30,12,16,2,0,Nonmetropolitan County,Property Crimes,7.142857143,0,0,0,7.142857143,42.85714286,17.14285714,22.85714286,2.857142857,0,White,42785,38939,38032,2331,957,518,74,168,320,1809,21164,18993,18532,1269,568,262,37,89,212,1003,21621,19946,19500,1062,389,256,37,79,108,806,91.01086829,88.89096646,5.448171088,2.236765221,1.210704686,0.172957812,0.392660979,0.747925675,4.228117331,1.642193911,0.164650567,0500000US19033
2292,"Greene County, Iowa",59159,59558,59720,56396,0,0,0,0,205958,56333,80,8,1,0,0,7,31,17,13,1,2,Nonmetropolitan County,Property Crimes,10,1.25,0,0,8.75,38.75,21.25,16.25,1.25,2.5,White,8722,8182,8087,284,12,51,23,0,75,379,4411,4071,4038,198,12,17,17,0,58,236,4311,4111,4049,86,0,34,6,0,17,143,93.80875946,92.71955973,3.256133914,0.137583123,0.584728273,0.263700986,0,0.85989452,4.345333639,1.622488133,0.16086764,0500000US19073
2293,"Rowan County, Kentucky",53657,53948,53796,72756,28578,0,0,0,0,0,92,7,0,1,1,5,39,7,22,10,0,Nonmetropolitan County,Property Crimes,7.608695652,0,1.086956522,1.086956522,5.434782609,42.39130435,7.608695652,23.91304348,10.86956522,0,White,24525,23364,23008,543,451,240,77,0,29,364,11875,11451,11226,272,145,115,33,0,0,131,12650,11913,11782,271,306,125,44,0,29,233,95.26605505,93.81447503,2.214067278,1.838939857,0.978593272,0.313965341,0,0.118246687,1.484199796,2.185880198,0.076251965,0500000US21205
2294,"Wayne County, Utah",70074,72132,70956,0,0,0,0,0,0,-2500,,,,,,,,,,,,,,,,,,,,,,,,White,2557,2417,2327,98,0,0,0,0,3,137,1315,1233,1191,49,0,0,0,0,2,80,1242,1184,1136,49,0,0,0,0,1,57,94.52483379,91.00508408,3.832616347,0,0,0,0,0.11732499,5.35784122,4.918333541,0.658203403,0500000US49055
2295,"Cape Girardeau County, Missouri",68912,71107,71403,77850,36667,121635,42986,0,-2500,58611,339,50,0,5,1,44,119,43,67,9,1,Metropolitan County,Property Crimes,14.74926254,0,1.474926254,0.294985251,12.97935103,35.10324484,12.68436578,19.7640118,2.654867257,0.294985251,White,82180,70189,69088,2339,6650,1181,91,97,573,3399,40147,34333,33841,1125,3147,526,53,86,310,1692,42033,35856,35247,1214,3503,655,38,11,263,1707,85.4088586,84.06911657,2.846191287,8.091993186,1.437089316,0.110732538,0.118033585,0.697249939,4.136042833,1.973425429,0.15450536,0500000US29031
2296,"Walla Walla County, Washington",72212,75575,76502,57029,14155,76944,82806,118750,56756,59832,283,32,1,7,1,23,109,12,65,32,1,Metropolitan County,Property Crimes,11.30742049,0.35335689,2.473498233,0.35335689,8.127208481,38.51590106,4.240282686,22.96819788,11.30742049,0.35335689,White,62102,46780,42505,14538,1095,1191,775,136,6156,5969,31560,23342,21395,7450,590,570,382,99,3405,3172,30542,23438,21110,7088,505,621,393,37,2751,2797,75.32768671,68.44385044,23.40987408,1.763228237,1.917812631,1.247946926,0.218994557,9.912724228,9.611606712,3.177983032,0.392350422,0500000US53071
2297,"Mississippi County, Missouri",46258,55523,56206,0,23693,0,0,0,0,0,74,4,0,4,0,0,33,4,24,5,0,Nonmetropolitan County,Property Crimes,5.405405405,0,5.405405405,0,0,44.59459459,5.405405405,32.43243243,6.756756757,0,White,12079,8680,8540,184,2743,44,0,0,2,610,6393,4486,4388,140,1587,44,0,0,0,276,5686,4194,4152,44,1156,0,0,0,2,334,71.86025333,70.70121699,1.523304909,22.70883351,0.364268565,0,0,0.016557662,5.050086928,1.938369205,0.112174063,0500000US29133
2298,"Cleveland County, Arkansas",50509,61938,61938,0,20574,0,0,0,0,36711,106,15,0,2,0,13,38,16,12,10,0,Nonmetropolitan County,Property Crimes,14.1509434,0,1.886792453,0,12.26415094,35.8490566,15.09433962,11.32075472,9.433962264,0,White,7491,6282,6273,23,984,16,0,0,5,204,3564,3071,3065,20,415,0,0,0,5,73,3927,3211,3208,3,569,16,0,0,0,131,83.86063276,83.74048859,0.307035109,13.13576292,0.213589641,0,0,0.066746763,2.723267922,1.933575177,0.151190244,0500000US05025
2299,"Dallas County, Texas",74149,89159,99344,65311,56799,105088,68875,102776,59886,70921,418,38,0,22,1,15,171,22,70,79,0,Metropolitan County,Property Crimes,9.090909091,0,5.263157895,0.23923445,3.588516746,40.90909091,5.263157895,16.74641148,18.89952153,0,White,2603816,1062078,705258,1061995,586837,178176,18019,1469,307957,449280,1290882,531963,351309,542204,272228,89672,8764,762,158722,228771,1312934,530115,353949,519791,314609,88504,9255,707,149235,220509,40.78928772,27.08555443,40.78610009,22.53757562,6.842879835,0.692022785,0.056417197,11.8271414,17.25467545,1.908950555,0.226478389,0500000US48113
2300,"Lajas Municipio, Puerto Rico",18920,19293,0,18920,42212,0,0,0,17235,32928,,,,,,,,,,,,,,,,,,,,,,,,Hispanic/Latino,23133,11766,337,22632,771,0,19,0,7606,2971,11074,5416,49,11025,243,0,19,0,3921,1475,12059,6350,288,11607,528,0,0,0,3685,1496,50.86240436,1.456793326,97.83426274,3.33290105,0,0.082133748,0,32.8794363,12.84312454,0.640121129,0.022344262,0500000US72079
2301,"Suffolk County, Massachusetts",92859,121199,124339,61899,59210,76890,79750,0,55551,69950,,,,,,,,,,,,,,,,,,,,,,,,White,782172,376551,345199,178286,149342,70484,2940,583,60658,121614,377757,183761,168433,88495,69343,32875,1280,295,30584,59619,404415,192790,176766,89791,79999,37609,1660,288,30074,61995,48.14171308,44.13338754,22.79370778,19.09324292,9.011317204,0.375876406,0.074536036,7.755071774,15.54824259,1.73091051,0.034020015,0500000US25025
2302,"Jefferson County, Idaho",82952,83354,83413,66932,0,0,115662,0,63167,66250,211,11,0,1,0,10,94,26,61,7,1,Metropolitan County,Property Crimes,5.213270142,0,0.473933649,0,4.739336493,44.54976303,12.32227488,28.90995261,3.317535545,0.473933649,White,32234,28459,27745,3485,40,21,197,5,1432,2080,16537,14456,14083,1897,4,21,149,3,802,1102,15697,14003,13662,1588,36,0,48,2,630,978,88.28876342,86.07371099,10.81156543,0.124092573,0.065148601,0.611155922,0.015511572,4.442514116,6.452813799,3.011427587,0.320389019,0500000US16051
